transcription	normalisation	flag
ཞྙོལ	ཞོ་སྙལ	1
ཞོདྖོ	ཞོད་ཆེ	1
ཟཁངྀ	ཟ་ཁང་	1
ཟྱེད	ཟ་བྱེད	1
ཟྃ	ཟ་མ	1
ཟཞིང་	ཟ་ཞིང་	1
ཟགྕསྯགེགད	ཟག་བཅས་ཟག་མེད	1
ཟགེདཾ	ཟག་མེད	1
ཟགེཾད	ཟག་མེད	1
ཟགྃདེ	ཟག་མེད	1
ཟེད	ཟག་མེད	0
ཟངསཡྱའ	ཟངས་གཡའ	1
ཟངལྕཌ	ཟངས་ལྕགས	1
ཟདེ	ཟད་དེ	1
ཟདྱེད	ཟད་བྱེད	1
ཟབརླིང་	ཟབ་བརླིང་	1
ཟབོཾ	ཟབ་མོ	1
ཟབསུ	ཟབས་སུ	1
ཟམུ	ཟམ་ཟུམ	1
ཟྃ	ཟམ	1
ཟརུ	ཟར་ཟུར	1
ཟསཉྱ	ཟས་གཉག	1
ཟསང་	ཟས་དང་	1
ཟསྕུད	ཟས་བཅུད	1
ཟསོད	ཟས་བསོད	1
ཟསུ	ཟས་སུ	1
ཟཱིང་	ཟིང་ཟིང་	1
ཟིནདྱང་	ཟིན་ཀྱང་	1
ཟིནར	ཟིན་པར	1
ཟིུང་	ཟིན་ཕུང་	1
ཟཱིམ	ཟིམ་ཟིམ	1
ཟིལཾ	ཟིལ་མ	1
ཟུངིག	ཟུང་གཅིག	1
ཟུངུ༹ད	ཟུང་ཚུད	1
ཟུངག	ཟུང་འཇུག	1
ཟུངུག	ཟུང་འཇུག	1
ཟུུཾག	ཟུང་འཇུག	1
ཟུངྲེལ	ཟུང་འབྲེལ	1
ཟུངོར	ཟུང་སྦྱོར	1
ཟུངྱོར	ཟུང་སྦྱོར	1
ཟུཾ	ཟུམ	1
ཟེརྕན	ཟེར་ཅན	1
ཟེརངི་	ཟེར་ཞིང་	1
ཟེརོ	ཟེར་རོ	1
ཟྣོས	ཟོས་ནས	1
ཟླཾ་གསིུམས	ཟླ་གམ་གསུམ་གྱིས	1
ཟླཾན	ཟླ་གམ་ཅན	1
ཟླཾ	ཟླ་གམ	1
ཟློ	ཟླ་བོ	1
ཟླ༹ན	ཟླ་མཚན	1
ཟླེ༹སཾ	ཟླ་མཛེས་མ	1
ཟླེ༹ས	ཟླ་ཚེས	1
ཟླེར	ཟླ་ཟེར	1
ཟླི༹ན	ཟླ་འཛིན	1
ཟློུཾ	ཟླུམ་པོ	1
ཟླཱུམ	ཟླུམ་ཟླུམ	1
ཟློསྐྱོན	ཟློས་སྐྱོན	1
འཁརིལ	འཁར་གསིལ	1
འཁརྔ	འཁར་རྔ	1
འཁོི༹ན	འཁོན་འཛིན	1
འོན	འཁོན	0
འཁོབྃ	འཁོབ་བམ	1
འཁོབལ	འཁོབ་བལ	1
འརོི	འཁོར་གྱི	1
འཁོརངས	འཁོར་དང་བཅས	1
འརོངས	འཁོར་དང་བཅས	1
འྲོངས	འཁོར་དང་བཅས	1
འཁོར་འདས	འཁོར་བ་དང་མྱང་འདས	1
འརོའི	འཁོར་བའི	1
འཁོརས	འཁོར་བཅས	1
འཁོརས	འཁོར་བཅས	1
འརོས	འཁོར་བཅས	1
འྲོས	འཁོར་བཅས	1
༅ཁོརངས	འཁོར་བསྲུངས	1
འཁྲོུརངས	འཁོར་བསྲུངས	1
འརོུངས	འཁོར་བསྲུངས	1
འོརུངས	འཁོར་བསྲུངས	1
འྲུཨོརང་	འཁོར་བསྲུངས	1
འྲོུགནས	འཁོར་བསྲུངས	1
འརོདསོ	འཁོར་འདས་སོ	1
འཁོརས	འཁོར་འདས	1
འཁོརྡས	འཁོར་འདས	1
འཁྡོརས	འཁོར་འདས	1
འཁྡོས	འཁོར་འདས	1
འརོ་ཡུགི	འཁོར་ཡུག་གི	1
འཁོརྒྱལ	འཁོར་རྒྱལ	1
འཁོརོ་སྡོཾ་པ	འཁོར་ལོ་སྡོམ་པ	1
འཁཽར	འཁོར་ལོ	1
འཁོརོ	འཁོར་ལོ	1
འཁོོར	འཁོར་ལོ	1
འོར	འཁོར་ལོ	0
འོརོ	འཁོར་ལོ	1
འརཽ	འཁོར་ལོ	1
འཽར	འཁོར་ལོ	1
འཁཽརར	འཁོར་ལོར	1
འརོ	འཁོར	1
འོར	འཁོར	0
འཁྱགོ	འཁྱག་འཁྱོག	1
འཁྱཾས	འཁྱམས	1
འཁྱརོ	འཁྱར་འཁྱོར	1
འཁྲིགྱོར	འཁྲིག་སྦྱོར	1
འཁྲིལྱོར	འཁྲིལ་སྦྱོར	1
འཁྲོུ༹ད	འཁྲུག་རྩོད	1
འཁྲུངོ་	འཁྲུག་ལོང་	1
འཁྲུངསྐར	འཁྲུངས་སྐར	1
འཁྲུཾསོ	འཁྲུངས་སོ	1
ཁྲུངསོ	འཁྲུངས་སོ,	1
འཁྲོུར	འཁྲུལ་འཁོར	1
འཁྲོུརོ	འཁྲུལ་འཁོར	1
འགགེཾད	འགག་མེད	1
འགེཾད	འགག་མེད	1
འགེམྡ	འགག་མེད	1
འགགཾཨེད	འགག་མེད	1
འགིག	འགའ་ཞིག	1
འགིགི	འགའ་ཞིག་གི	1
འགལྱེན་བརད	འགལ་རྐྱེན་བར་ཆད	1
འགལྱེན	འགལ་རྐྱེན	1
འགུཌ	འགུགས	1
འགུམསུ	འགུམས་སུ	1
འགཽ	འགོ་བོ	1
འགོང་	འགོང་པོ	0
འགོངོ་	འགོང་པོ	1
འགོངའི	འགོང་བའི	1
འགོདཀའོ	འགོད་དཀའའོ	1
འགོནོ	འགོན་པོ	1
གའོའ	འགོའ	1
འགྱརུ	འགྱར་འགྱུར	1
འགྱེུད	འགྱུ་བྱེད	1
འགྱུརེད	འགྱུར་མེད	1
འགྱུརེཾད	འགྱུར་མེད	1
འགྱུརོ	འགྱུར་རོ	1
འགྱོཌ	འགྱོགས	1
འགྲིཾས	འགྲིམས	1
འགྲུབྱ	འགྲུབ་བྱ	1
འགྲུབྱོར	འགྲུབ་སྦྱོར	1
འགྲོུར	འགྲུབ་སྦྱོར	1
འགྲཽཊ	འགྲོ་གྲོགས	1
འགྲཽན	འགྲོ་དོན	1
འགྲོུག	འགྲོ་དྲུག	1
འགྲོུག	འགྲོ་དྲུག	1
འགྲོ་སྡོད	འགྲོ་བ་དང་སྡད་པ	0
འགྲོན	འགྲོ་མགན	0
འགྲཽན	འགྲོ་མགོན	1
འགྲཽན	འགྲོ་མགོན	1
འགྲོགྱུརང་	འགྲོ་འགྱུར་དང་	1
འགྲོནུ	འགྲོན་བུ	1
འཆགསོ	འཆགས་སོ	1
འཆཊོ	འཆགས་སོ	1
འཆབྱེད	འཆབ་བྱེད	1
འཆལོ	འཆལ་ལོ	1
འཆིག	འཆི་བདག	0
འཆྡིག	འཆི་བདག	1
འཆི་མེདབང་མོ	འཆི་མེད་དབང་མོ	1
འཆིདེོཾ	འཆི་མེད་དབང་མོ	1
འཆིདེ	འཆི་མེད	1
འཆིེད	འཆི་མེད	1
འཆིོར	འཆི་སྦྱོར	1
འཆྱིོར	འཆི་སྦྱོར	1
འཆྱོིར	འཆི་སྦྱོར	1
འཆོསྐྱོབ	འཆོས་སྐྱོབ	1
འཇབེ༹	འཇབ་ཙེ	1
འཇཾལྱིངས	འཇམ་དཔལ་གྱི་དབྱངས	1
འཇཾལྱི	འཇམ་དཔལ་གྱི	1
འཇཾལྱིས	འཇམ་དཔལ་གྱིས	1
འཇཾལ་རྡོེ	འཇམ་དཔལ་རྡོ་རྗེ	1
འཇཾལ	འཇམ་དཔལ	1
འཇཾངས	འཇམ་དབྱངས	1
འཇཾཡངས	འཇམ་དབྱངས	1
འཇྱཾངས	འཇམ་དབྱངས	1
འཇྱཾངས	འཇམ་དབྱངས	1
འཇམགོན	འཇམ་མགོན	1
འཇཾགོན	འཇམ་མགོན	1
འཇམཉེན	འཇམ་མཉེན	1
འཇ༹ཾསེ	འཇམ་མཛེས	1
འཇཾརྡོར	འཇམ་རྡོར	1
འཇཾང་	འཇམ་ལྗང་	1
འཇཾ	འཇམ	1
འཇོན	འཇའ་ཆོན	o
འཇོ༹ན	འཇའ་ཚོན	1
ཇོ༹ན	འཇའ་ཚོན	1
ཇའོདང་	འཇའ་འོད་དང་	1
འཇའོད	འཇའ་འོད	1
འཇོའད	འཇའ་འོད	1
འཇིགྙི	འཇིག་ཉི	1
འཇིགྲེན	འཇིག་འདྲེན	1
འཇིགསེརཐུབ	འཇིག་གསེར་ཐུབ	1
འཇིགེན་གསུཾ	འཇིག་རྟེན་གསུམ	1
འནིེམེའིསྲདི	འཇིག་རྟེན་མིའི་སྲིད་པ	1
འཇིགེན	འཇིག་རྟེན	1
འཇིནེ	འཇིག་རྟེན	1
འཇིེན	འཇིག་རྟེན	1
འིཏེན	འཇིག་རྟེན	1
འིནེ	འཇིག་རྟེན	1
འིེན	འཇིག་རྟེན	1
འཇིཌེན	འཇིགས་རྟེན	1
འཇིཊེད	འཇིགས་བྱེད	1
འཇྱིདེ	འཇིགས་བྱེད	1
འཇྱིེད	འཇིགས་བྱེད	1
འཇིཊེདཾ	འཇིགས་མེད	1
འཇིཊ་སུ	འཇིགས་སུ	1
འཇིགསྐྲག	འཇིགས་སྐྲག	1
འཇིཌ	འཇིགས	1
འཇིབྱེད	འཇིབ་བྱེད	1
འཇོུག	འཇུག་ལྡོག	1
འཇུཾད	འཇུར་མདུད	1
འཇོེག	འཇོ་སྒེག	1
འཇོགོས	འཇོག་དགོས	1
འཇྱོདེ	འཇོམས་བྱེད	1
འཇྱོམད	འཇོམས་བྱེད	1
འཇོཾས	འཇོམས	1
འཇོལོ	འཇོལ་མོ	1
འཇཽལ	འཇོལ་འཇོལ	1
འཐདཾ	འཐད་དམ	1
འཐབྲལ	འཐབ་བྲལ	1
འཐཱས	འཐས་འཐས	1
འཐཱུལ	འཐུལ་འཐུལ	1
འཐོརླུང་	འཐོར་རླུང་	1
འདབདག	འདབ་བདག	1
འདབཟང་	འདབ་བཟང་	1
འདབརྒྱ	འདབ་བརྒྱ	1
འདབརྒྱད	འདབ་བརྒྱད	1
འདབསུ	འདབས་སུ	1
འདཾ༹བ	འདམ་རྫབ	1
འདཾ	འདམ	1
འདརང་	འདར་དང་	1
འདསར	འདས་པར	1
འདསོ	འདས་སོ	1
འདིག	འདི་དག	0
འདིེས	འདི་བཞེས	1
འདིརེཊ	འདིར་གཤེགས	1
འདེུད	འདུ་བྱེད	1
འདྲོུད	འདུ་འཕྲོད	1
འདྲུལ	འདུ་འབྲལ	1
འདིུ༹	འདུ་འཛི	1
འདེུས	འདུ་ཤེས	1
འདུགནས	འདུག་གནས	1
འདུགིན	འདུག་གིན	1
འདུགོ	འདུག་གོ	1
འདུལིཛནཆྱོྃ	འདུན་འཛིན་མཆོག	1
འདུལྱེད	འདུལ་བྱེད	1
འདུསོ	འདུས་སོ	1
འདེབསཔོ	འདེབས་པའོ	1
འདེབསུ	འདེབས་སུ	1
འདྲོུག	འདོ་དྲུག	1
འདོདི	འདོད་ཀྱི	1
འདོདཾས	འདོད་ཁམས	1
འདོདགས	འདོད་ཆགས	1
འདོདཊ	འདོད་ཆགས	1
འདོདགུ	འདོད་དགུ	1
འདོུས	འདོད་དུས	1
འདོདྲལ	འདོད་བྲལ	1
འདཽདན	འདོད་ཡོན	1
འདོདོན	འདོད་ཡོན	1
འདཽན	འདོད་ཡོན	1
འདོལྡན	འདོད་ལྡན	1
འདོདསྲེདཇིགྲེད	འདོད་སྲེད་འཇིག་དྲེད	1
འདོཾན	འདོན་མཁན	1
འདཽལ	འདོལ་འདོལ	1
འདོལྃ	འདོལ་ལམ	1
འདྲཔེ	འདྲ་དཔེ	1
འདྲེཀར	འདྲེ་དཀར	1
འདྲེས༹ལ	འདྲེས་ཚལ	1
འདྲོཌ	འདྲོགས	1
འཕྱའི	འཕགས་པའི	1
འཕགསོ	འཕགས་སོ	1
འཕགསྐྱེསོ	འཕགས་སྐྱེས་པོ	1
འཕྱ	འཕགས	0
འཕེཾན	འཕེན་མཁན	1
འཕེབསོ	འཕེབས་སོ	1
འཕེལྱི	འཕེལ་གྱི	1
འཕེལྙི	འཕེལ་ཉི	1
འཕེལྱོགས	འཕེལ་ཕྱོགས	1
འཕེལྱོཊ	འཕེལ་ཕྱོགས	1
འཕྱེོཊ	འཕེལ་ཕྱོགས	1
འཕྲོང་	འཕོ་བྲང་	1
འཕོངསྐྱོབཾ	འཕོངས་སྐྱོབ་མ	1
འཕྲེན	འཕྲ་ཆེན	1
ཕྲིསྲུབརྃཛད	འཕྲིན་ལས་འགྲུབ་པར་མཛོད	1
ཕྲིསྒྲུབས	འཕྲིན་ལས་སྒྲུབས	1
ཕྲིས	འཕྲིན་ལས	0
འཕྲིནས	འཕྲིན་ལས	1
འཕྲིས	འཕྲིན་ལས	1
འཕྲུལོར	འཕྲུལ་འཁོར	1
འཕྲོུར	འཕྲུལ་འཁོར	1
འཕྲེདུ	འཕྲེད་དུ	1
འཕྲིནས	འཕྲིན་ལས	1
འཕྲོགསོ	འཕྲོགས་སོ	1
འབགུ	འབག་འབུག	1
འབདར	འབད་པར	1
འབེཾད	འབད་མེད	1
འབོ༹ལ	འབད་རྩོལ	1
འབབྱེད	འབབ་བྱེད	1
འབགི	འབའ་ཞིག	1
འབཻརུ	འབའ་རེ་འབུར་རེ	1
འབརུ	འབར་འབུར	1
འབིཌདེ	འབིགས་བྱེད	1
འབིཌ	འབིགས	1
འབུགྲོགྶགྶགྶགྶིགགུལནས	འབུ་གྲོག་སག་སག་སག་སིག་འགུལ་ནས	1
འབུནག	འབུ་ནག	1
འབུཾག	འབུམ་ཕྲག	1
འབྲུཾག	འབུམ་ཕྲག	1
འབུམོ	འབུམ་མོ	1
འབུཾ	འབུམ	1
འབཱུར	འབུར་འབུར	1
འབོདུངོ་	འབོད་དུ་འོང་	1
འབྱཾས་པ	འབྱམས་པ	1
འབྱུངས	འབྱུང་ཁུངས	0
འབྱུངས	འབྱུང་གནས	0
འབྱུངོ་	འབྱུང་པོ	1
འབྱོུང་	འབྱུང་པོ	1
འབུཾ	འབུམ	1
འབྱཾས	འབྱམས	1
འབྱེུད	འབྱེད་སྡུད	1
འབྲལདུྃ	འབྲལ་འདུམ	1
འབྲསཀར	འབྲས་དཀར	1
འབྲསགེ	འབྲས་དགེ	1
འབྲས་བུཞི	འབྲས་བུ་བཞི	1
འབྲུསསྐྱེད	འབྲས་བུ་བསྐྱེད	1
འབྲུས	འབྲས་བུ	0
འབྲསེནོ	འབྲས་རྗེན་པོ	1
འབྲསེན	འབྲས་རྗེན	1
འབྲསིལ	འབྲས་སིལ	1
འབྲསྤུངས	འབྲས་སྤུངས	1
འབྲུངས	འབྲས་སྤུངས	1
འབྲོུགས	འབྲུ་བོགས	1
འབྲུ༹	འབྲུ་ཚ	1
འབྲུསྨནོ	འབྲུ་སྨན་ནོ	1
འབྲུགི་ལོ	འབྲུག་གི་ལོ	1
འབྲུགི	འབྲུག་གི	1
འབྲུཾ་བུ	འབྲུམ་བུ	1
འབྲེལེཾད	འབྲེལ་མེད	1
འཚབུ	འཚབ་འཚུབ	1
འཚཾར	འཚམ་པར	1
འཚུཾ	འཚམ་ཞུ	1
འཚཾདེ	འཚམས་མེད	1
འཚེམད	འཚམས་མེད	1
འཚུཾས	འཚམས་ཞུས	1
འཾ༹སུ	འཚམས་སུ	1
འཚཾས	འཚམས	1
འཚརོ	འཚར་མོ	1
འཚཱུབ	འཚུབ་འཚུབ	1
འཚྱོེད	འཚེ་སྐྱོང་	1
འཚོསི༹	འཚོ་ཚིས	1
འཚོིས	འཚོ་ཚིས	1
འཚྱོང་	འཚོ་སྐྱོང་	1
འཛགཛོགོང་	འཛག་འཛོག་གོང་	1
འ༹ངསྤྱོད	འཛངས་སྤྱོད	1
འ༹ད	འཛད	1
འ༹ནོ	འཛན་པོ	1
འཛླིང་	འཛམ་གླིང་	1
འཛླམིང་	འཛམ་གླིང་	1
འཛླིང་	འཛམ་གླིང་	1
འཛཾ+ལིང་	འཛམ་གླིང་	1
འཛཾ+ལིམ	འཛམ་གླིམ	1
འུཾ༹	འཛམ་བུ	1
འཛཾ	འཛམ	1
འི༹ན་པ	འཛིན་པ	1
འི༹ནཾ	འཛིན་མ	1
འདིནེཾད	འཛིན་མེད	1
འི༹ན	འཛིན	1
འཛུཾག	འཛུམ་བག	1
འཛཱུམ	འཛུམ་འཛུམ	1
འཛེཾདེ	འཛེམ་མེད	1
འཛཱོང་	འཛོང་འཛོང་	1
འཛཽང་	འཛོང་འཛོང་	1
འཛེམེད	འཛོམ་མེད	1
འཛོཾས	འཛོམས	1
འརུ	འར་འུར	1
འལོ	འལ་འོལ	1
འུབསྡུས	འུབས་བསྡུས	1
འུརྖསླསྐྲ	འུར་ཆ་སླས་སྐྲ	1
འཱུར	འུར་འུར	1
འུརྡོ	འུར་རྡོ	1
འོུཾ༹ནི	འོ་མ་འཛིན	1
འོཾ	འོ་མ	1
འོཐུང་	འོ་འཐུང་	1
འོཛིན	འོ་འཛིན	1
འོགཞི	འོག་གཞི	1
འོགིསོ	འོག་གི་གོས	1
འོགི	འོག་གི	1
འོགིས	འོག་གིས	1
འོགྟུ	འོག་ཏུ	1
འོགཾ	འོག་མ	1
འོགིན	འོག་མིན	1
འོགེད	འོག་མེད	1
འོགཚུད	འོག་ཚུད	1
