transcription	normalisation
འཾ༹སུ	འཚམས་སུ
འཚཾས	འཚམས
འཚརོ	འཚར་མོ
འཚཱུབ	འཚུབ་འཚུབ
འཚྱོེད	འཚེ་སྐྱོང
འཚོསི༹	འཚོ་ཚིས
འཚོིས	འཚོ་ཚིས
འཚྱོང༌	འཚོ་སྐྱོང༌
འཛགཛོགོང་	འཛག་འཛོག་གོང་
འ༹ངསྤྱོད	འཛངས་སྤྱོད
འ༹ད	འཛད
འ༹ནོ	འཛན་པོ
འཛླིང༌	འཛམ་གླིང༌
འཛླམིང	འཛམ་གླིང
འཛླིང	འཛམ་གླིང
འཛཾ+ལིང	འཛམ་གླིང
འཛཾ+ལིམ	འཛམ་གླིམ
འུཾ༹	འཛམ་བུ
འཛཾ	འཛམ
འི༹ན་པ	འཛིན་པ
འི༹ནཾ	འཛིན་མ
འདིནེཾད་	འཛིན་མེད་
འི༹ན	འཛིན
འཛུཾག	འཛུམ་བག
འཛཱུམ	འཛུམ་འཛུམ
འཛེཾདེ	འཛེམ་མེད
འཛཱོང	འཛོང་འཛོང
འཛཽང	འཛོང་འཛོང
འཛེམེད	འཛོམ་མེད
འཛོཾས	འཛོམས
འརུ	འར་འུར
འལོ	འལ་འོལ
འུབསྡུས	འུབས་བསྡུས
འུརྖསླསྐྲ	འུར་ཆ་སླས་སྐྲ
འཱུར	འུར་འུར
འུརྡོ	འུར་རྡོ
འོུཾ༹ནི	འོ་མ་འཛིན
འོཾ	འོ་མ
འོཐུང	འོ་འཐུང
འོཛིན	འོ་འཛིན
འོགཞི	འོག་གཞི
འོགིསོ	འོག་གི་གོས
འོགི	འོག་གི
འོགིས	འོག་གིས
འོགྟུ	འོག་ཏུ
འོགཾ	འོག་མ
འོགིན	འོག་མིན
འོགེད	འོག་མེད
འོགཚུད	འོག་ཚུད
འོགཁྲུག	འོག་འཁྲུག
འོཾ	འོང
འོདྱིས	འོད་ཀྱིས
འོདསྱལ	འོད་གསལ
འོདལ	འོད་གསལ
འོདན	འོད་ཅན
འོདཀར་ཅན	འོད་དཀར་ཅན
འོདཀར	འོད་དཀར
འོདར	འོད་དཀར
འོེདར	འོད་དཀར
འོདཔགེད	འོད་དཔག་མེད
འོདཔགེཾད	འོད་དཔག་མེད
འོདམར	འོད་དམར
འོདུ	འོད་དུ
འོདྲེངན	འོད་ཕྲེང་ཅན
འོདུན	འོད་བདུན
འོདྱེད	འོད་བྱེད
འོདེ༹ས	འོད་མཛེས
འོདེརན	འོད་ཟེར་ཅན
འོདེརབྱངེཾས	འོད་ཟེར་བྱང་སེམས
འོདརེབྯུང	འོད་ཟེར་རབ་ཟུང
འོདེར	འོད་ཟེར
འོེད༹ར	འོད་ཟེར
འོེར	འོད་ཟེར
འོདེ༹ར	འོད་ཟེར
འོདུ	འོད་འཕུར
འོདྲོ	འོད་འཕྲོ
འོདཕྲོསྦྱང	འོད་འཕྲོས་སྦྱང
འདྲཽས	འོད་འཕྲོས
འོདྲོས	འོད་འཕྲོས
འོདེ༹ར	འོད་འཚེར
འོལྡན	འོད་ལྡན
འོདྡན	འོད་ལྡན
འོདྲུང	འོད་སྲུང
འོདྲུངསྡེ	འོད་སྲུངས་སྡེ
འོདྲུངས	འོད་སྲུངས
འོམུ	འོམ་བུ
འོརེས	འོར་རེས
འོལོ༹ད	འོལ་ཚོད
འོལྱི	འོལ་སྤྱི
འོསེུ	འོས་སུ་ཆེ
ཡ༹ནས	ཡ་མཚན་ནས
ཡ༹ན	ཡ་མཚན
ཡྃཚན	ཡ་མཚན
ཡྱོ	ཡ་ཡོ
ཡཻརེ	ཡ་རེ་ཡེར་རེ
ཡངྒི་	ཡང་གི་
ཡངལ	ཡང་ངལ
ཡང་དགལས	ཡང་དག་གསལ
ཡྲཾག་ཐྱ	ཡང་དག་ཐུགས
ཡྔཾགའིབོད	ཡང་དག་པའི་བོད
ཡངྡགར	ཡང་དག་པར
ཡངདག	ཡང་དག
ཡྡཾག	ཡང་དག
ཡྲཾག	ཡང་དག
ཡྔྃ་	ཡང་མ་
ཡངྃདེའི	ཡང་མེད་པའི
ཡྃངེདའི	ཡང་མེད་པའི
ཡྔང་	ཡང་ཡང་
ཡྃསྤ་	ཡངས་པ་
ཡངོད	ཡང་འབོད
ཡངངསོཾས	ཡང་ཡང་སོམས
ཡངང༌	ཡང་ཡང༌
ཡཱང	ཡང་ཡང
ཡངང	ཡང་ཡང
ཡྃསིང	ཡངས་ཤིང
ཡནྐོང༌	ཡན་ཀོང༌
ཡནྱི་	ཡན་གྱི་
ཡནདུ	ཡན་ཆད་དུ
ཡནད	ཡན་ཆད
ཡནད	ཡན་ཆད
ཡྣད	ཡན་ཆད
ཡནུ	ཡན་དུ
ཡནགི	ཡན་ལག་གི
ཡནགན	ཡན་ལག་ཅན
ཡནླགཅིུས	ཡན་ལག་བཅུ་གཉིས
ཡནག	ཡན་ལག
ཡནླག	ཡན་ལག
ཡླག	ཡན་ལག
ཡབ་སྲས	ཡབ་དང་སྲས
ཡུབཾ	ཡབ་ཡུམ
ཡུཾ	ཡབ་ཡུམ
ཡུཾབ	ཡབ་ཡུམ
ཡུཾཨབ	ཡབ་ཡུམ
ཡབོ	ཡབ་ཡོབ
ཡབྲས	ཡབ་སྲས
ཡུཾ	ཡམ་བུ
ཡམོ	ཡམ་ཡོམ
ཡཾ	ཡམ
ཡཱལ	ཡལ་ཡལ
ཡལལ	ཡལ་ཡལ
ཡལུ	ཡལ་ཡུལ
ཡལོང༌	ཡལ་སོང༌
ཡསྟཊ	ཡས་སྟགས
ཡསྟགས	ཡས་སྟབས
ཡིེསློབྡུསྲོ་	ཡི་གེ་སློབ་དུས་སྲོ་
ཡིགེ	ཡི་གེ
ཡིེ	ཡི་གེ
ཡིགསརྐྲུན	ཡིག་གསར་སྐྲུན
ཡི་དཾ	ཡི་དམ
ཡིདཾ	ཡི་དམ
ཡིགེ	ཡིག་གེ
ཡིགེའི	ཡིག་གེའི
ཡིགེར	ཡིག་གེར
ཡིདགའ	ཡིད་དགའ
ཡིདབང༌	ཡིད་དབང༌
ཡིདཾ	ཡིད་དམ
ཡིདོུང༌	ཡིད་དུ་འོང༌
ཡིདུ	ཡིད་དུ
ཡིནོ་	ཡིན་ནོ་
ཡྣིངི	ཡིན་ཞིང
ཡྣིལ	ཡིན་ལ
ཡིནིང༌	ཡིད་བཞིན་དབང༌
ཡིདནིུརོ	ཡིད་བཞིན་ནོར་བུ
ཡིདིན	ཡིད་བཞིན་ནོར་བུ
ཡིདིནུར	ཡིད་བཞིན་ནོར་བུ
ཡིནོརུ	ཡིད་བཞིན་ནོར་བུ
ཡིདནི	ཡིད་བཞིན
ཡིདམུག	ཡིད་མུག
ཡིད་ལསྐྱེས	ཡིད་ལས་སྐྱེས
ཡིནྱི	ཡིན་གྱི
ཡིནམིན	ཡིན་ནམ་མིན
ཡིནཾ	ཡིན་ནམ
ཡིནོ	ཡིན་ནོ
ཡིནར	ཡིན་པར
ཡུགི	ཡུག་གི
ཡུནས	ཡུན་གནས
ཡུནི་	ཡུན་ནི་
ཡུནིྃ	ཡུན་མི
ཡུནྲིངགིན	ཡུན་སྲིང་གིན
ཡུནྲིངསིག	ཡུན་སྲིངས་ཤིག
ཡེུནཾ	ཡུམ་ཆེན
ཡེུཾན	ཡུམ་ཆེན
ཡུཾཨེན	ཡུམ་ཆེན
སྲས༡༧	ཡུམ་སྲས་བཅུ་བདུན
ཡུཾ	ཡུམ
ཡུརཾ	ཡུར་མ
ཡུལན	ཡུལ་ཅན
ཡུལྟེཡུལྲུག	ཡུལ་ཏེ་ཡུལ་དྲུག
ཡུལབྣུས	ཡུལ་དབུས་ནས
ཡུལྃ	ཡུལ་ལམ
ཡུལྔ	ཡུལ་ལྔ
ཡུལྗོངས	ཡུལ་ལྗོངས
ཡུལྷ	ཡུལ་ལྷ
ཡུལཾས	ཡུལ་ལོངས
ཡུལྐད	ཡུལ་སྐད
ཡཻས་ཐིགེ	ཡེ་ཤེས་ཐིག་ལེ
ཡཻས་མཐའས	ཡེ་ཤེས་མཐའ་ཡས
ཡཻསོ༹ད	ཡེ་ཤེས་མཛོད
ཡཻ་སེཾདའ	ཡེ་ཤེས་སེམས་དཔའ
ཡཻསཾདའ	ཡེ་ཤེས་སེམས་དཔའ
ཡཻསྐུ	ཡེ་ཤེས་སྐུ
ཡཻས	ཡེ་ཤེས
ཡཻས	ཡེ་ཤེས
ཡེམེ་བ	ཡེམ་མེ་བ
ཡོའི	ཡོ་བའི
ཡྱོདེ་	ཡོ་བྱད་དེ་
ཡོྱད	ཡོ་བྱད
ཡྱོད	ཡོ་བྱེད
ཡོ་ཁྱོགྲོངཾཁན	ཡོ་འཁྱོག་སྲོང་མཁན
ཡོངས་འཇོཾས	ཡོངས་འཇོམས
ཡོཾངས	ཡོངས་འཇོམས
ཡངཽགས	ཡོངས་རྫོགས
ཡོངོ༹ཊ	ཡོངས་རྫོགས
ཡོངསྲོུལ	ཡོངས་སུ་གྲོལ
ཡོངསུ་རྫོགསོ	ཡོངས་སུ་རྫོགས་སོ
ཡོངསུ	ཡོངས་སུ
ཡོཾསུ	ཡོངས་སུ
ཡོངསྲུང༌	ཡོངས་སྲུང༌
ཡོདགུ	ཡོད་དགུ
ཡོདཾ	ཡོད་དམ
ཡོདེ	ཡོད་དེ
ཡོདོ	ཡོད་དོ
ཡོདའི	ཡོད་པའི
ཡོདར	ཡོད་པར
ཌར	ཡོད་པར
ཡོནས	ཡོན་གནས
ཡོྟནོད	ཡོན་ཏན་འོད
ཡོྟན་རྒྱེར	ཡོན་ཏན་རྒྱ་ཆེར
ཡོྟན	ཡོན་ཏན
ཡོྟན	ཡོན་ཏན
ཡོནག	ཡོན་བདག
ཡཽནད	ཡོན་མཆོད
ཡཽམ	ཡོམ་ཡོམ
ཡོལོ	ཡོལ་གོ
རྦ	ར་བ
རྱོདྃཁནོ	ར་བྱེད་མཁན་ནོ
ར་ཡིགཉིས་པ	ར་ཡིག་གཉིས་པ
རངན	རང་གཞན
རངཞན	རང་གཞན
རངའོར	རང་འཁོར
རངི༌	རང་གི
རངིས	རང་གིས
རངོལ	རང་གྲོལ
རོངལ	རང་གྲོལ
རངག	རང་ཅག
རངསུ	རང་ཆས་སུ
རངཉྱིས	རང་ཉིད་ཀྱིས
རངིད་༡་པོ	རང་ཉིད་གཅིག་པོ
རངིད	རང་ཉིད
རངིན	རང་བཞིན
རིངན	རང་བཞིན
རྦྱུང	རང་བྱུང༌
རྱུངཾ	རང་བྱུང
རང༹ན	རང་མཚན
རཾང༹ན	རང་མཚན
རྲྱུང	རང་འབྱུང
རངང༌	རང་རང༌
རངིག	རང་རིག
རངོ	རང་རོང
རངྶོར	རང་སོར
རངསའི	རངས་པའི
རནཔའོ་	རན་པའོ
རབཟྱཌབགེཾད	རབ་གཟུགས་བག་མེད
རབད	རབ་ཆད
རབད	རབ་ཆད
རེཾན	རབ་ཆེན
རབའ	རབ་དགའ
རབགའ	རབ་དགའ
རབྱུངི་	རབ་བྱུང་གི་
རབརྗིད	རབ་བརྗིད
རབརྟན	རབ་བརྟན
རབསགས	རབ་བསགས
རབསྔཊ	རབ་བསྔགས
རབྱུང༌	རབ་བྱུང༌
རབྱེད	རབ་བྱེད
རབེདཾ	རབ་མེད
རབྱོས	རབ་མྱོས
རབྱཾས	རབ་འབྱམས
རབྱོར	རབ་འབྱོར
རབི	རབ་རིབ
རིབ	རབ་རིབ
རབོང༌	རབ་སྟོང༌
རབསྱི་	རབས་ཀྱི་
རམུ	རམ་བུ
རྃཙི	རམ་རྩི
རྃ	རམ
རལིྲ	རལ་གྲི
རལང	རལ་དང
རལན	རལ་བ་ཅན
རལྱཾས	རལ་འཁྱམས
རལྕོག	རལ་ལྕོག
རསྱུའོ	རས་རྒྱུའོ
རིང	རི་དང
རིོ	རི་བོ
རོི	རི་བོ
རིངོན	རི་བོང་ཅན
རིཁའྲི་	རི་མཁའ་རི་
ངརི་ོཾ	རི་མོ་
རིོྃ་	རི་མོ་
རོྃ་	རི་མོ་
རིོྃའི	རི་མོའི
རིབ	རི་རབ
རིབས	རི་རབས
རྱིུ	རི་རྒྱུ
རིསུལ	རི་སུལ
རིགནསློབ	རིག་གནས་སློབ
རིགནས	རིག་གནས
རིགསུཾ	རིག་གསུམ
རིགན	རིག་ཅན
རིགྲུག	རིག་པ་དྲུག
རིགའིསྟནྕོས	རིག་པའི་བསྟན་བཅོས
རིགྱེད	རིག་བྱེད
རིགི༹ན	རིག་འཛིན
རཱིག	རིག་རིག
རིག༹ལ	རིག་རྩལ
རིགསུཾགོན	རིགས་གསུམ་མགོན་པོ
རིགསུཾ	རིགས་གསུམ
རིགསུམ	རིགས་གསུམ
རིཊན	རིགས་ཅན
རིགྲུག	རིགས་དྲུག
རིུས	རིགས་རུས
རིགྔ	རིགས་ལྔ
རིགྔས	རིགས་ལྔ
རིགསྔཊ	རིགས་སྔགས
རིགསུ	རིགས་སུ
རིཌ	རིགས
རིཌ་	རིགས་
རིུང	རིང་ཐུང
རིངརྒྱུད	རིང་བརྒྱུད
རིངྲེལ	རིང་བསྲེལ
རིངྲེལ	རིང་བསྲེལ
རིོང	རིང་སོང
རིངསུ	རིངས་སུ
རིནངོ་	རིན་གོང་
རིནེ	རིན་ཅེན
རིནེ་གསུཾ	རིན་ཆེན་གསུམ
རིནེཆྱ་	རིན་ཆེན་མཆོག་
རིེནྲོུབ	རིན་ཆེན་དོན་གྲུབ
རིནེ་རྣཾ་གསུམ	རིན་ཆེན་རྣམ་གསུམ
རིནེ	རིན་ཆེན
རེིན	རིན་ཆེན
རིནྠང་	རིན་ཐང
རིནོེ	རིན་པོ་ཆེ
རོིེན	རིན་པོ་ཆེ
རིནྯང	རིན་བཟང
རིནི༹ན	རིན་འཛིན
རིྃ་	རིམ་
རིྃཆེནོས	རིམ་ཆེན་པོས
རིཔྃནིུ	རིམ་པ་བཞིན་དུ
རིཾར	རིམ་པར
རིརྃ	རིམ་པར
རིཾསད	རིམས་ཅད
རིསྃ	རིམས
རིའིར	རིའི་བར
རིའོསིལསུཾ	རིའོ་བསིལ་གསུམ
རོའི	རིའོ
རིལུ	རིལ་བུ
རིལཾ	རིལ་མ
རིལཛིན	རིལ་འཛིན
རིསྲུག	རིས་དྲུག
རོུན	རུ་དཔོན
རུ༹ན	རུ་མཚན
རོུ༹ན	རུ་མཚོན
རོུན	རུ་མཚོན
རིུ༹ངས	རུ་འཛིངས
རུྃ	རུམ
རུལྶུངས	རུལ་སུངས
རུསན	རུས་ཅན
རུསའི	རུས་པའི
རུསྐྱེད	རུས་བསྐྱེད
རུསེ༹ར	རུས་མཛེར
རོུ༹ད	རུས་མཛོད
རུསྦལྱི	རུས་སྦལ་གྱི
རུསྦལན	རུས་སྦལ་ཅན
རུསྦལ	རུས་སྦལ
རུསྦོས	རུས་སྦོས
རེལ	རེ་རལ
རཻ	རེ་རེ
རཻར	རེ་རེར
རེཾས	རེངས
རེདོ	རེད་དོ
རཻམ	རེམ་རེམ
རེསཟྱའང	རེས་གཟའ་དང
རེསཟྱའཾཐུནཾ	རེས་གཟའ་མཐུན་ནམ
རོཙ་	རོ་ཙ་
རོ༹	རོ་ཙ
རོིན	རོ་འཛིན
རོུལ་བ	རོ་རུལ་བ
རོགེ	རོག་གེ
རོགོ	རོག་གོ
རོཌ་	རོགས་
རུངོལ	རོང་ཡུལ
རོུལ	རོང་ཡུལ
རོབ༹མ	རོབ་ཙམ
རོལཁུག	རོལ་ཁུག
རོལྟེ	རོལ་ཏེ
རོལྲུག	རོལ་དྲུག
རོལྣ་	རོལ་ན་
རོལོ༹	རོལ་མཚོ
རོལོཾ	རོལ་མོ
རོལྨོ	རོལ་མོ
རྐངམྱོང	རྐང་མགོ་དང
